cartera,alpha,beta_MKT,beta_SMB,beta_HML,alpha_t,beta_MKT_t,beta_SMB_t,beta_HML_t,alpha_se,r2,sigma_residual,rend_medio
ME6 BM8,-0.008937285482143988,0.9674508594732066,0.6627639344486916,0.5644647763380274,-0.5723716980514534,11.599710634996814,6.202570593926622,6.1858966876849495,0.015614478340857047,0.7970132543461226,0.10609974316421565,0.10017712903225806
ME6 BM9,0.017416323190395714,0.8501264581035161,0.6523524872924343,0.74953164754075,1.0271571703681799,9.386629585007988,5.6221584035799665,7.564212093952839,0.016955850275720618,0.7539137191038311,0.11521431072580479,0.12404837096774193
ME6 BM10,0.05030000415318748,0.7678009295791608,1.0846286213740766,0.7416214564310435,1.790825678840145,5.117756825207828,5.642956218281245,4.5181523830277,0.028087604922978893,0.5955918014194894,0.19085412931332352,0.1594672741935484
ME7 BM1,0.03177706559974103,1.0133127145747867,0.47240379294070245,-0.6783947333767536,1.7509839519196966,10.453400445675289,3.8038385819796283,-6.396525545053399,0.018148119270254958,0.8130729717898919,0.12331572989212758,0.0949524677419355
ME7 BM2,0.000542376302308913,0.992189866048906,0.5078155010578956,-0.11388762847231719,0.04050822615113274,13.873403806903035,5.542284322318399,-1.455500521182806,0.013389287901310547,0.8430951235913096,0.09097966492826268,0.08347919354838712
ME7 BM3,0.003060691278723906,1.009417147557015,0.2875005975615403,0.1476191462855912,0.21531750182902834,13.294628459139451,2.955553914494468,1.7770342218514645,0.014214781672296341,0.7931544612069252,0.09658886141714423,0.09221493548387097
ME7 BM4,-0.016830562933433917,0.9150531450862972,0.3325278891618674,0.3278017839621444,-1.2728533957211854,12.956025132216228,3.6749221801053333,4.242133697879198,0.013222703407958381,0.7889683441302774,0.08984773009355493,0.07260396774193548
ME7 BM5,-0.0158686765732076,0.9819342038714289,0.2667142425703641,0.40817215634245535,-1.0947892359307263,12.682881027037261,2.688910492111932,4.818662192555003,0.014494732001741844,0.7723843617498445,0.09849111248211803,0.08025546774193548
ME7 BM6,-0.014602644743461027,1.1111041494019336,0.30017494976419995,0.5493813923570899,-0.9604328337885953,13.68157100490627,2.8850294686733995,6.183049457083719,0.015204233164185298,0.8001199531797099,0.10331214392913025,0.09733112903225806
ME7 BM7,0.029255132650179094,0.8789632735880903,0.3762443449678215,0.4214859050582565,2.1506564358655984,12.097215456991345,4.041841469965074,5.302068301806298,0.013602885222531818,0.7755569737421327,0.09243105000994306,0.12026382258064518
ME7 BM8,0.0007667481637242306,1.0516463030516636,0.35525843491112197,0.43058972409979684,0.04626407208560777,11.879728933142303,3.132390063378616,4.445781030681528,0.01657329606234029,0.7562234660964156,0.11261487045633158,0.10495017741935485
ME7 BM9,-0.004758597929250672,1.1422569199705892,0.4070490758044196,0.8442254553757578,-0.27724604522277563,12.459363792576095,3.465560218278195,8.41662712400328,0.017163808145313646,0.7935839425395963,0.11662737596379383,0.12261493548387097
ME7 BM10,-0.022633721682881375,1.284997096456069,0.21423753370707155,0.7760075760542697,-1.004694463265078,10.678884869660035,1.3896771794284042,5.894368654411727,0.022527964978851196,0.7048320745669975,0.15307660275875493,0.10914359677419357
ME8 BM1,0.03883416880014879,0.8727162239413393,0.41219014759952466,-0.7172477027071363,2.575016064607517,10.833896910230422,3.9939614029931896,-8.138200595640283,0.015081136515576604,0.8411223605784451,0.10247570722489635,0.08849572580645163
ME8 BM2,0.004653638945640701,0.8982834479840041,0.3102049929771259,-0.23873163629709668,0.376486109633782,13.605527671255034,3.667291096906787,-3.30490928170633,0.012360718832807455,0.8364833302855315,0.08399058007940921,0.07161446774193551
ME8 BM3,0.005708394932504452,0.910073866524817,0.1742635152492344,0.07228748629311363,0.3633784306249415,10.845947472119583,1.6210332813163455,0.7874111345183328,0.01570922886833735,0.7119167481889248,0.10674356913206942,0.08206595161290323
ME8 BM4,-0.005087599792022175,0.9409014719085833,0.2796135382207588,0.24271628577360663,-0.3294850915300329,11.40808362058715,2.6461919913405616,2.689769352951531,0.01544106219919342,0.7358532359525307,0.10492138755800268,0.08210422580645159
ME8 BM5,0.021087482921355843,0.9118274429781036,0.29091175757802734,0.4634964659778047,1.6280239657356121,13.179363277466342,3.281993012399783,6.12316232525096,0.0129528086595627,0.7934194310695587,0.08801380629148824,0.1143526129032258
ME8 BM6,-0.022539668263973592,0.9158645039785965,0.12856855783479734,0.4743440304500658,-1.695653413872214,12.899311085372958,1.4133986401979586,6.106274223276774,0.013292615153294648,0.7693193574350368,0.09032277755030736,0.06799304838709677
ME8 BM7,-0.004814150769203783,0.9988381609128028,0.3265106616749389,0.556790372687403,-0.3512794373312992,13.6450109267354,3.4815347645738655,6.952132716971096,0.013704618766692723,0.8075188353915084,0.09312232529119367,0.09931048387096775
ME8 BM8,0.0010728608135782951,1.042718060550101,0.3068805845298992,0.6260331161135977,0.05983118252460088,10.88671414686646,2.50088628179234,5.974131895084424,0.01793146597323503,0.7265937526344238,0.121843579579597,0.11068906451612903
ME8 BM9,-0.0027167876983266153,0.9904226591087548,0.5275791818768845,0.6469285554689473,-0.17209436653473295,11.745654989769694,4.883587012141965,7.012301312254593,0.01578661610505594,0.7865435515377579,0.10726941224772103,0.10831553225806449
ME8 BM10,-0.021203711861676966,1.2216311825195285,0.25768503722817543,0.6848315364790992,-0.8798539514531091,9.490400163735396,1.5625294962086291,4.862680573763475,0.024099126709220667,0.6549898031640133,0.163752582604041,0.10328556451612902
ME9 BM1,0.009475181371166689,1.0014774164205527,0.05393181990674133,-0.4836514233110235,0.7481105016542873,14.80352358621393,0.6222481627809193,-6.534373958646571,0.012665483708909768,0.8642826454095162,0.0860614449763376,0.06999287096774193
ME9 BM2,0.002676863596752014,0.9776304393926287,0.03317646564272049,-0.01709040209375677,0.2057663564666279,14.069172725114957,0.3726649701321467,-0.22479865180240785,0.01300923845238111,0.801639481960419,0.08839724443102423,0.07797579032258065
ME9 BM3,0.005547161658167727,0.9676015698547958,0.07510362933737547,0.1566266582222392,0.517811947160694,16.909996922747766,1.0244776693640676,2.501843973666196,0.010712695387938318,0.8468090115584794,0.07279232802050477,0.08731324193548388
ME9 BM4,-0.00861726085973001,0.8948590051083838,0.021361181047781584,0.29220901297589236,-0.6720805470417966,13.066293773739984,0.24345442583279606,3.89976994798476,0.01282176801227086,0.7592008851260563,0.08712339044036391,0.07136962903225806
ME9 BM5,-0.001858915027540195,0.9799884135346386,0.08818666849694164,0.3177330668626816,-0.12397949529975474,12.236493593374226,0.8594756755440935,3.626152262964529,0.01499372959250845,0.7399636911839238,0.10188178074936116,0.08702690322580646
ME9 BM6,0.007053160582556216,0.8791883228124858,0.057687153693107264,0.3788189824158683,0.5387284229809368,12.572271442195966,0.6438809212553677,4.95120771502114,0.013092237724397542,0.7498312404068834,0.08896122109752086,0.0897701129032258
ME9 BM7,-0.0006383133302288932,0.9037276280048073,0.086585044645563,0.561548217601432,-0.042051669651856596,11.146348297319133,0.8335517030361468,6.330378515204658,0.01517926245291693,0.7171952578284118,0.10314246896501254,0.09125893548387097
ME9 BM8,-0.02000822793021727,0.9201164579596305,0.0857128184918135,0.6008913400626525,-1.5184190474260366,13.072887869551304,0.9505372068364716,7.803191365562775,0.01317701326530013,0.7796006319860006,0.08953726743861679,0.07456977419354838
ME9 BM9,0.0064456405811322455,1.0605187551131978,-0.03747808632843645,0.4773866440674321,0.3171997106434817,9.770814567538716,-0.2695159257358052,4.020038920718356,0.020320449120386677,0.636116245927825,0.1380766225800279,0.10470151612903225
