,media,media_anual_%,error_std,t_stat,p_valor
gamma_0,-0.0062709729684320885,-0.6270972968432088,0.03498940966484048,-0.1792248862870513,0.8583551082080096
gamma_1,0.18104389695525633,18.104389695525633,0.04863672784121132,3.7223700070104746,0.00043254428911443377
gamma_2,-0.07871801276570868,-7.871801276570868,0.02277145471911145,-3.456872375379814,0.0010013060635509774
