,media,media_anual_%,error_std,t_stat,p_valor
gamma_0,0.09945670526184108,9.945670526184108,0.022927170503982526,4.337940664966273,5.491781020006137e-05
gamma_1,-0.013642128608225525,-1.3642128608225526,0.015597555835508469,-0.8746324585784566,0.3852046144589629
gamma_3,0.05059176838286729,5.059176838286729,0.09690199345160658,0.5220921322752056,0.6034970143211207
