,media,desv_tipica,error_estandar,t_stat,p_valor,media_anual_%
gamma_0,0.09845584786067241,0.19620598207323,0.02491818464149731,3.9511645522005527,0.0002045162880728313,9.84558478606724
gamma_1,-0.006333914101946916,0.13570482889884483,0.017234530504692414,-0.36751300537153553,0.7145084462122258,-0.6333914101946916
