,media,media_anual_%,error_std,t_stat,p_valor
gamma_0,-0.03435259605189474,-41.22311526227369,0.008966905211109037,-3.8310426220783,0.00013823469025053825
gamma_1,0.07775758721038273,93.30910465245927,0.015906812905499206,4.888319720130791,1.2434514018444531e-06
gamma_2,-0.03539986163267857,-42.47983395921428,0.0067118223438998315,-5.2742548623701895,1.743762632067103e-07
